filename,section_name,llm_annotation
03tariffs-live-factcheck-lkvm-articleLarge.jpg,World,A woman wearing a pink coat and hat is standing in front of a shelf filled with various food items.
22sp-hkbasel-lam-inyt-01-hwtq-articleLarge.jpg,World,"The image depicts a woman with purple hair and dark clothing that appears to be in handcuffs or shackles, indicating a sense of being restrained or confined."
18biz-chips-panic-01-glpt-articleLarge.jpg,Technology,"The image depicts the Huawei logo on a building, indicating that it falls under the Technology category"
19europe-diplo-01-jwhg-articleLarge.jpg,World,"The image depicts a formal setting, likely an official meeting or event, as evidenced by the attire and posture of the individuals present."
29OPENAI-DEEPSEEK-app-hbql-articleLarge.jpg,World,A crowded street with people holding banners and signs suggests a global or international event that warrants categorization under World news
19cul-schiff-1-wclt-articleLarge.jpg,World,"The image shows a crowded street with people holding banners and signs, suggesting a public gathering or demonstration related to global issues"
00-vance-tiktok-01-cwmb-articleLarge.jpg,World,"The image depicts a group of men in suits walking down a hallway, likely in an office setting."
11latenight-articleLarge.jpg,Arts,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
21biz-stocks-promo-hblf-articleLarge.jpg,Business,"The image depicts a man in a blue jacket standing in front of multiple screens displaying stock market data, indicating that it is related to finance and commerce"
OakArticle-67d97d06-wgkb-articleLarge.jpg,World,"The image shows a crowded street with people holding banners and signs, indicating global or international events"
04db-markets-lmpz-articleLarge.jpg,Business,"The image displays a stock market ticker displaying various financial information, including stock prices and exchange rates, which is relevant to business and finance."
15int-ukraine-sumy-02-wgkm-articleLarge.jpg,World,"The image depicts a scene of destruction and chaos, with a destroyed building in the background and people walking around it. The presence of debris and rubble suggests that the event has caused significant damage to the area."
19CUL-TRUMP-HISTORY1-gwhv-articleLarge.jpg,World,"The image shows a prominent figure speaking at a podium in front of a large crowd, suggesting that it is related to international or global issues."
09trump-news-security-clearance-mfkg-articleLarge.jpg,World,"The image depicts a crowd of people holding signs and banners in a street setting, suggesting a global or international event"
01russia-putin-01-bgvm-articleLarge.jpg,World,"The image appears to be related to world news or international affairs, possibly featuring a prominent figure or event."
01biz-auto-sales-tmfg-articleLarge.jpg,Technology,"The image depicts a car on an assembly line in a factory setting, suggesting that it pertains to automotive manufacturing or technology related to cars."
13common-sense-promo-articleLarge.png,World,"The image appears to be related to news about global issues or events, as indicated by the title 'Common Sense Department' and the presence of a pen and paper on the desk."
29meta-deepseek-meta-vhfg-articleLarge.jpg,Arts,"The image depicts an art installation or exhibition, featuring modern and colorful sculptures against a gray background."
30dc-fed-01-hkqt-articleLarge.jpg,Business,"The image shows trucks and shipping containers in a port, indicating commercial or business-related activities"
04dc-trade-deficit-qwkg-articleLarge.jpg,Business,"The image depicts a shipping container and a forklift in an industrial setting, suggesting that it relates to logistics or transportation"
CHINA-RECOUPLING-10-zfjl-articleLarge.jpg,Business,The image depicts a warehouse or factory setting with various metal objects stacked on pallets and shelves.
12biz-northvolt-wzlq-articleLarge.jpg,Business,The image shows a large warehouse or factory building and several cars parked in front of it. The presence of a parking lot suggests that the facility may be a business center.
22dc-trump-emboldened-articleLarge.jpg,World,"The image depicts a protest or demonstration in a foreign country, as evidenced by the diverse group of people and signs"
13Biz-STOCKS-UNCERTAIN-kzlj-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting a social or political event related to global issues"
00heirs-pissarro-vhcb-articleLarge.jpg,Arts,The image depicts a framed painting on an orange wall in an art gallery or museum setting
07biz-tiktok-zqjh-articleLarge.jpg,World,"Image description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium"
xxukraine-pow-wife-01-vlwz-articleLarge.jpg,World,"The image depicts a woman sitting cross-legged on her bed, indicating that she may be experiencing emotional distress or feeling overwhelmed."
25int-ukraine-russia-talks-bqcl-articleLarge.jpg,World,"The image depicts a city skyline with a large body of water in the background and numerous buildings and cranes visible, suggesting an urban landscape that could be from any part of the world."
26techfix-articleLarge.jpg,World,"The image depicts a diverse group of people from different backgrounds and cultures gathered in a public space, suggesting that it is related to international or global issues."
07markets-tariffs-navarro-cgjb-articleLarge.jpg,World,"The image depicts two men in suits standing in front of a large portrait of George Washington and an American flag, suggesting that it may be related to government or international affairs"
10dc-rubio-topart-hqwt-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting a public gathering or protest related to global issues."
13OPENAI-1-fkqc-articleLarge.jpg,World,"The image shows a large building with a sign in multiple languages, indicating it may be an international event or location"
00paolozampolli-01-vwhb-articleLarge.jpg,World,"The image depicts a man in a suit standing next to a large silver bull statue, which is commonly associated with finance and economics"
CHINA-AI-vjfl-articleLarge.jpg,World,"The image depicts a large gathering of people holding signs and banners in an urban setting, suggesting it may be related to global or international events."
20dc-econ-pgjq-articleLarge.jpg,World,"The image depicts people carrying banners and signs in various languages, including Arabic, Hebrew, and English, indicating that it is related to global or international events"
13latenight-articleLarge.jpg,Arts,The image depicts a stage where people are performing and an audience is watching.
13dc-tariffs-inflation-01-wthk-articleLarge.jpg,Business,An outdoor port with large ships and cranes in the background. Large shipping containers are being moved by trucks.
dc-immig1-cvjf-articleLarge.jpg,World,"The image depicts a protest or demonstration in support of Palestine, as indicated by the signs and flags present"
04db-crypto-reserve-wwk-lwht-articleLarge.jpg,Business,The image appears to be related to business or finance as it features a large screen displaying a prominent figure and text that suggests an economic or financial context
27sp-museums-aiweiwei-01-fqjg-articleLarge.jpg,Arts,"The man in the foreground appears to be an artist or art collector, surrounded by artworks and sculptures"
